rank,symbol,year,quarter,earnings_date,category,session,predicted,confidence,csv_t30_change,hit_result,status,elapsed_seconds,from_date,to_date,from_close,to_close,error
762,V,2019,4,2020-01-30,LOSER,AMC,UP,0.8,-23.6,MISS,success,88.9,2020-01-31,2020-03-16,198.97,152.01,
763,BX,2019,4,2020-01-30,LOSER,BMO,UP,0.8,-23.55,MISS,success,88.5,2020-01-30,2020-03-13,61.11,46.72,
764,ULTA,2023,4,2024-03-14,LOSER,AMC,DOWN,0.3,-23.5,HIT,success,97.2,2024-03-15,2024-04-29,535.98,410.04,
765,AVY,2019,4,2020-01-29,LOSER,BMO,UP,0.8,-23.5,MISS,success,74.5,2020-01-29,2020-03-12,136.23,104.22,
766,DDOG,2022,1,2022-05-05,LOSER,BMO,UP,0.9,-23.46,MISS,success,70.5,2022-05-05,2022-06-17,111.87,85.63,
767,SYF,2019,4,2020-01-24,LOSER,BMO,UP,0.7,-23.32,MISS,success,62.5,2020-01-24,2020-03-09,32.63,25.02,
768,COIN,2024,2,2024-08-01,LOSER,BMO,NEUTRAL,0.6,-23.32,SKIP,success,69.3,2024-08-01,2024-09-13,212.64,163.05,
769,WM,2019,4,2020-02-13,LOSER,BMO,UP,0.7,-23.29,MISS,success,87.4,2020-02-13,2020-03-27,124.23,95.3,
770,FIS,2022,4,2023-02-13,LOSER,BMO,DOWN,0.3,-23.26,HIT,success,72.8,2023-02-13,2023-03-28,66.0,50.65,
771,TJX,2019,4,2020-02-26,LOSER,BMO,UP,0.7,-23.25,MISS,success,99.5,2020-02-26,2020-04-08,63.99,49.11,
772,NDAQ,2019,4,2020-01-29,LOSER,BMO,UP,0.7,-23.17,MISS,success,70.9,2020-01-29,2020-03-12,38.45,29.54,
773,GNRC,2019,4,2020-02-13,LOSER,BMO,UP,0.8,-23.14,MISS,success,81.6,2020-02-13,2020-03-27,115.75,88.96,
774,APA,2024,2,2024-07-31,LOSER,AMC,UP,0.8,-22.97,MISS,success,76.3,2024-08-01,2024-09-13,31.08,23.94,
775,NTRS,2019,4,2020-01-22,LOSER,BMO,DOWN,0.3,-22.95,HIT,success,93.4,2020-01-22,2020-03-05,104.99,80.89,
776,AIZ,2019,4,2020-02-11,LOSER,AMC,UP,0.7,-22.93,MISS,success,106.3,2020-02-12,2020-03-26,136.69,105.35,
777,APO,2019,4,2020-01-30,LOSER,BMO,UP,0.7,-22.9,MISS,success,75.5,2020-01-30,2020-03-13,46.63,35.95,
778,ZTS,2019,4,2020-02-13,LOSER,BMO,UP,0.8,-22.89,MISS,success,75.9,2020-02-13,2020-03-27,144.94,111.77,
779,LULU,2021,3,2021-12-09,LOSER,BMO,UP,0.8,-22.86,MISS,success,68.4,2021-12-09,2022-01-24,416.92,321.62,
780,COIN,2022,2,2022-08-09,LOSER,BMO,DOWN,0.3,-22.86,HIT,success,79.8,2022-08-09,2022-09-21,87.68,67.64,
781,WSM,2021,3,2021-11-18,LOSER,BMO,UP,0.9,-22.85,MISS,success,88.2,2021-11-18,2022-01-03,109.45,84.44,
782,BLDR,2022,2,2022-08-01,LOSER,BMO,UP,0.7,-22.81,MISS,success,93.6,2022-08-01,2022-09-13,73.34,56.61,
783,TER,2019,4,2020-01-22,LOSER,AMC,UP,0.8,-22.69,MISS,success,83.0,2020-01-23,2020-03-06,76.21,58.92,
784,LII,2019,4,2020-02-04,LOSER,BMO,UP,0.7,-22.66,MISS,success,95.0,2020-02-04,2020-03-18,239.01,184.85,
785,HCA,2019,4,2020-01-28,LOSER,BMO,UP,0.8,-22.62,MISS,success,82.9,2020-01-28,2020-03-11,145.5,112.59,
786,ALB,2022,4,2023-02-15,LOSER,AMC,UP,0.8,-22.61,MISS,success,93.6,2023-02-16,2023-03-31,285.62,221.04,
787,HOOD,2022,1,2022-04-28,LOSER,BMO,DOWN,0.2,-22.6,HIT,success,97.5,2022-04-28,2022-06-10,10.09,7.81,
788,AON,2019,4,2020-01-31,LOSER,BMO,UP,0.8,-22.57,MISS,success,75.9,2020-01-31,2020-03-16,220.25,170.53,
789,ODFL,2019,4,2020-02-06,LOSER,BMO,DOWN,0.3,-22.57,HIT,success,89.5,2020-02-06,2020-03-20,72.62,56.23,
790,JCI,2019,4,2020-01-31,LOSER,BMO,UP,0.7,-22.43,MISS,success,82.8,2020-01-31,2020-03-16,39.45,30.6,
791,PLTR,2022,2,2022-08-08,LOSER,BMO,DOWN,0.2,-22.4,HIT,success,81.9,2022-08-08,2022-09-20,9.82,7.62,
792,AMCR,2019,4,2020-02-11,LOSER,AMC,UP,0.7,-22.35,MISS,success,92.0,2020-02-12,2020-03-26,10.47,8.13,
793,LRCX,2020,2,2020-07-29,LOSER,AMC,UP,0.8,-22.32,MISS,success,79.3,2020-07-30,2020-09-11,37.85,29.4,
794,WDC,2022,2,2022-08-05,LOSER,BMO,DOWN,0.3,-22.23,HIT,success,109.3,2022-08-05,2022-09-19,35.58,27.67,
795,FIS,2019,4,2020-02-13,LOSER,BMO,UP,0.8,-22.17,MISS,success,81.8,2020-02-13,2020-03-27,154.32,120.1,
796,AJG,2019,4,2020-01-30,LOSER,AMC,UP,0.8,-22.15,MISS,success,80.9,2020-01-31,2020-03-16,102.57,79.85,
797,PLTR,2021,3,2021-11-09,LOSER,BMO,UP,0.7,-22.14,MISS,success,76.9,2021-11-09,2021-12-22,24.25,18.88,
798,PAYC,2021,3,2021-11-02,LOSER,AMC,UP,0.8,-22.05,MISS,success,77.9,2021-11-03,2021-12-16,512.33,399.37,
799,ABNB,2021,3,2021-11-04,LOSER,AMC,UP,0.8,-22.02,MISS,success,73.8,2021-11-05,2021-12-20,201.62,157.23,
800,LULU,2021,4,2022-03-29,LOSER,AMC,UP,0.8,-22.0,MISS,success,84.6,2022-03-30,2022-05-12,376.92,294.0,
801,AMD,2022,2,2022-08-02,LOSER,BMO,UP,0.8,-22.0,MISS,success,71.8,2022-08-02,2022-09-14,99.29,77.45,
802,MRNA,2022,1,2022-05-04,LOSER,BMO,UP,0.8,-21.91,MISS,success,92.8,2022-05-04,2022-06-16,155.05,121.08,
803,HON,2019,4,2020-01-31,LOSER,BMO,NEUTRAL,0.6,-21.91,SKIP,success,87.7,2020-01-31,2020-03-16,173.22,135.27,
804,GEN,2022,4,2023-02-02,LOSER,AMC,UP,0.7,-21.88,MISS,success,101.0,2023-02-03,2023-03-20,21.3,16.64,
805,AIG,2022,1,2022-05-03,LOSER,AMC,UP,0.8,-21.85,MISS,success,78.0,2022-05-04,2022-06-16,63.94,49.97,
806,VMC,2022,1,2022-05-04,LOSER,BMO,UP,0.8,-21.84,MISS,success,89.6,2022-05-04,2022-06-16,185.43,144.93,
807,PTC,2019,4,2020-01-22,LOSER,AMC,UP,0.7,-21.81,MISS,success,79.6,2020-01-23,2020-03-06,85.07,66.52,
808,REG,2022,1,2022-05-03,LOSER,AMC,UP,0.7,-21.75,MISS,success,79.6,2022-05-04,2022-06-16,72.96,57.09,
809,BXP,2019,4,2020-01-28,LOSER,AMC,UP,0.8,-21.72,MISS,success,92.7,2020-01-29,2020-03-12,142.93,111.89,
810,MRNA,2024,3,2024-11-07,LOSER,BMO,UP,0.7,-21.66,MISS,success,90.6,2024-11-07,2024-12-20,50.28,39.39,
811,KIM,2022,1,2022-04-28,LOSER,BMO,UP,0.8,-21.63,MISS,success,91.8,2022-04-28,2022-06-10,26.35,20.65,
812,DAL,2019,4,2020-01-14,LOSER,BMO,UP,0.8,-21.58,MISS,success,104.4,2020-01-14,2020-02-27,61.45,48.19,
813,WBD,2020,4,2021-02-22,LOSER,BMO,UP,0.8,-21.54,MISS,success,67.9,2021-02-22,2021-04-06,55.29,43.38,
814,HPQ,2022,1,2022-05-31,LOSER,AMC,UP,0.8,-21.52,MISS,success,92.1,2022-06-01,2022-07-15,40.34,31.66,
815,BLDR,2022,1,2022-05-10,LOSER,BMO,UP,0.8,-21.51,MISS,success,101.1,2022-05-10,2022-06-23,65.13,51.12,
816,CDNS,2019,4,2020-02-12,LOSER,AMC,UP,0.8,-21.41,MISS,success,78.0,2020-02-13,2020-03-27,79.25,62.28,
817,SJM,2023,2,2023-08-29,LOSER,BMO,UP,0.7,-21.39,MISS,success,77.6,2023-08-29,2023-10-11,145.94,114.73,
818,CCL,2024,1,2024-06-25,LOSER,BMO,UP,0.8,-21.38,MISS,success,88.7,2024-06-25,2024-08-07,17.82,14.01,
819,C,2019,4,2020-01-14,LOSER,BMO,UP,0.7,-21.32,MISS,success,89.8,2020-01-14,2020-02-27,81.91,64.45,
820,MET,2022,4,2023-02-01,LOSER,AMC,NEUTRAL,0.6,-21.29,SKIP,success,77.0,2023-02-02,2023-03-17,69.71,54.87,
821,FCX,2019,4,2020-01-23,LOSER,BMO,UP,0.7,-21.22,MISS,success,87.8,2020-01-23,2020-03-06,11.97,9.43,
822,VMC,2019,4,2020-02-18,LOSER,BMO,UP,0.7,-21.21,MISS,success,72.0,2020-02-18,2020-03-31,137.17,108.07,
823,IEX,2019,4,2020-01-29,LOSER,AMC,DOWN,0.3,-21.14,HIT,success,92.5,2020-01-30,2020-03-13,165.92,130.85,
824,STLD,2019,4,2020-01-22,LOSER,AMC,UP,0.7,-21.12,MISS,success,79.4,2020-01-23,2020-03-06,31.63,24.95,
825,ARE,2022,4,2023-01-30,LOSER,AMC,UP,0.7,-21.02,MISS,success,84.8,2023-01-31,2023-03-15,160.74,126.95,
826,ORCL,2021,3,2021-12-09,LOSER,AMC,UP,0.8,-21.01,MISS,success,70.6,2021-12-10,2022-01-25,102.63,81.07,
827,D,2019,4,2020-02-11,LOSER,BMO,UP,0.7,-20.98,MISS,success,89.1,2020-02-11,2020-03-25,85.22,67.34,
828,MOS,2022,1,2022-05-02,LOSER,AMC,UP,0.8,-20.96,MISS,success,83.6,2022-05-03,2022-06-15,67.83,53.61,
829,SWKS,2022,1,2022-05-03,LOSER,AMC,UP,0.8,-20.95,MISS,success,74.4,2022-05-04,2022-06-16,113.53,89.75,
830,TECH,2019,4,2020-02-04,LOSER,BMO,UP,0.7,-20.94,MISS,success,81.9,2020-02-04,2020-03-18,52.09,41.18,
831,CVS,2019,4,2020-02-12,LOSER,BMO,UP,0.8,-20.94,MISS,success,81.8,2020-02-12,2020-03-26,73.75,58.31,
832,ZBRA,2019,4,2020-02-13,LOSER,BMO,UP,0.7,-20.89,MISS,success,86.2,2020-02-13,2020-03-27,233.32,184.57,
833,SOLV,2024,1,2024-05-09,LOSER,BMO,,,-20.87,,error,12.124182939529419,2024-05-09,2024-06-24,64.83,51.3,No transcript found for SOLV FY2024 Q1
834,EME,2019,4,2020-02-27,LOSER,AMC,UP,0.8,-20.84,MISS,success,97.9,2020-02-28,2020-04-13,76.92,60.89,
835,PLTR,2020,4,2021-02-16,LOSER,BMO,UP,0.8,-20.83,MISS,success,72.0,2021-02-16,2021-03-30,27.84,22.04,
836,PAYC,2022,1,2022-05-03,LOSER,AMC,UP,0.8,-20.79,MISS,success,80.9,2022-05-04,2022-06-16,328.2,259.97,
837,ESS,2022,1,2022-04-26,LOSER,AMC,UP,0.8,-20.78,MISS,success,72.4,2022-04-27,2022-06-09,341.96,270.9,
838,HWM,2019,4,2020-01-27,LOSER,BMO,,,-20.77,,error,9.145699977874756,2020-01-27,2020-03-10,30.67,24.3,No transcript found for HWM FY2019 Q4
839,ARE,2019,4,2020-02-03,LOSER,AMC,UP,0.7,-20.76,MISS,success,72.4,2020-02-04,2020-03-18,167.79,132.95,
840,TSLA,2022,1,2022-04-20,LOSER,BMO,UP,0.8,-20.69,MISS,success,83.3,2022-04-20,2022-06-02,325.73,258.33,
841,DVA,2019,4,2020-02-10,LOSER,AMC,UP,0.8,-20.68,MISS,success,83.0,2020-02-11,2020-03-25,88.5,70.2,
842,MCD,2019,4,2020-01-29,LOSER,BMO,UP,0.7,-20.66,MISS,success,100.6,2020-01-29,2020-03-12,214.44,170.13,
843,TRGP,2020,2,2020-08-06,LOSER,BMO,UP,0.7,-20.66,MISS,success,87.1,2020-08-06,2020-09-18,19.36,15.36,
844,TECH,2022,2,2022-08-04,LOSER,AMC,UP,0.8,-20.62,MISS,success,87.1,2022-08-05,2022-09-19,95.74,76.0,
845,LIN,2019,4,2020-02-13,LOSER,AMC,UP,0.8,-20.59,MISS,success,70.2,2020-02-14,2020-03-30,222.64,176.8,
846,EOG,2020,2,2020-08-06,LOSER,AMC,UP,0.8,-20.49,MISS,success,76.2,2020-08-07,2020-09-21,48.81,38.81,
847,NCLH,2022,3,2022-11-08,LOSER,BMO,UP,0.7,-20.43,MISS,success,71.9,2022-11-08,2022-12-21,17.28,13.75,
848,ROST,2019,4,2020-03-03,LOSER,AMC,UP,0.7,-20.42,MISS,success,84.1,2020-03-04,2020-04-16,109.56,87.19,
849,IDXX,2022,1,2022-05-04,LOSER,BMO,DOWN,0.2,-20.41,HIT,success,74.7,2022-05-04,2022-06-16,411.31,327.37,
850,CRL,2022,1,2022-05-04,LOSER,BMO,UP,0.7,-20.35,MISS,success,76.5,2022-05-04,2022-06-16,257.51,205.11,
851,DAY,2022,1,2022-05-04,LOSER,AMC,UP,0.8,-20.33,MISS,success,64.6,2022-05-05,2022-06-17,56.47,44.99,
852,COF,2019,4,2020-01-21,LOSER,AMC,UP,0.7,-20.31,MISS,success,85.5,2020-01-22,2020-03-05,106.76,85.08,
853,ALL,2022,4,2023-02-01,LOSER,AMC,DOWN,0.2,-20.3,HIT,success,71.2,2023-02-02,2023-03-17,131.89,105.11,
854,TTD,2022,2,2022-08-09,LOSER,AMC,UP,0.8,-20.2,MISS,success,72.8,2022-08-10,2022-09-22,74.24,59.24,
855,BF-B,2023,2,2023-08-30,LOSER,BMO,,,-20.04,,error,5.464075088500977,2023-08-30,2023-10-12,66.28,53.0,No transcript found for BF-B FY2023 Q2
856,CRM,2019,4,2020-02-25,LOSER,BMO,UP,0.8,-19.97,MISS,success,71.2,2020-02-25,2020-04-07,181.27,145.07,
857,MDT,2019,4,2020-02-18,LOSER,BMO,UP,0.7,-19.95,MISS,success,68.4,2020-02-18,2020-03-31,112.66,90.18,
858,MAR,2022,1,2022-05-04,LOSER,BMO,UP,0.8,-19.91,MISS,success,76.5,2022-05-04,2022-06-16,181.24,145.16,
859,DUK,2019,4,2020-02-13,LOSER,BMO,UP,0.7,-19.9,MISS,success,76.1,2020-02-13,2020-03-27,100.11,80.19,
860,FANG,2020,2,2020-08-03,LOSER,AMC,UP,0.7,-19.87,MISS,success,83.1,2020-08-04,2020-09-16,41.07,32.91,
861,MPWR,2024,3,2024-10-30,LOSER,AMC,UP,0.8,-19.87,MISS,success,61.9,2024-10-31,2024-12-13,759.3,608.44,
862,APP,2021,4,2022-02-16,LOSER,BMO,UP,0.8,-19.85,MISS,success,81.1,2022-02-16,2022-03-31,68.71,55.07,
863,EL,2022,2,2022-08-18,LOSER,AMC,UP,0.8,-19.83,MISS,success,97.8,2022-08-19,2022-10-03,273.28,219.09,
864,DG,2023,2,2023-08-31,LOSER,BMO,DOWN,0.1,-19.74,HIT,success,78.1,2023-08-31,2023-10-13,138.5,111.16,
865,NUE,2022,1,2022-04-21,LOSER,AMC,UP,0.9,-19.61,MISS,success,87.7,2022-04-22,2022-06-06,161.05,129.47,
866,WBD,2021,1,2021-04-28,LOSER,BMO,UP,0.7,-19.61,MISS,success,75.1,2021-04-28,2021-06-10,37.49,30.14,
867,ROP,2019,4,2020-01-30,LOSER,BMO,NEUTRAL,0.6,-19.48,SKIP,success,118.2,2020-01-30,2020-03-13,389.38,313.52,
868,FRT,2022,1,2022-05-05,LOSER,BMO,UP,0.8,-19.45,MISS,success,76.8,2022-05-05,2022-06-17,117.58,94.71,
869,ULTA,2020,1,2020-05-28,LOSER,BMO,UP,0.7,-19.45,MISS,success,75.6,2020-05-28,2020-07-10,243.31,195.99,
870,IFF,2019,4,2020-02-12,LOSER,AMC,UP,0.7,-19.39,MISS,success,105.1,2020-02-13,2020-03-27,136.74,110.22,
871,MPC,2020,2,2020-08-03,LOSER,BMO,UP,0.8,-19.39,MISS,success,73.7,2020-08-03,2020-09-15,38.57,31.09,
872,CPT,2022,1,2022-04-28,LOSER,AMC,UP,0.8,-19.37,MISS,success,82.3,2022-04-29,2022-06-13,156.89,126.5,
873,RJF,2019,4,2020-01-22,LOSER,AMC,UP,0.8,-19.33,MISS,success,103.5,2020-01-23,2020-03-06,60.83,49.07,
874,CBRE,2019,4,2020-02-27,LOSER,BMO,UP,0.7,-19.33,MISS,success,75.1,2020-02-27,2020-04-09,56.54,45.61,
875,XYZ,2023,2,2023-08-03,LOSER,AMC,UP,0.8,-19.32,MISS,success,91.7,2023-08-04,2023-09-18,63.52,51.25,
876,WAT,2019,4,2020-02-04,LOSER,BMO,DOWN,0.3,-19.29,HIT,success,80.3,2020-02-04,2020-03-18,219.08,176.81,
877,FITB,2019,4,2020-01-22,LOSER,BMO,UP,0.7,-19.29,MISS,success,80.2,2020-01-22,2020-03-05,29.34,23.68,
878,MTCH,2021,4,2022-02-01,LOSER,AMC,DOWN,0.3,-19.28,HIT,success,73.5,2022-02-02,2022-03-17,118.01,95.26,
879,OXY,2021,3,2021-11-04,LOSER,AMC,UP,0.7,-19.27,MISS,success,75.0,2021-11-05,2021-12-20,33.42,26.98,
880,A,2019,4,2020-02-18,LOSER,AMC,UP,0.8,-19.25,MISS,success,79.8,2020-02-19,2020-04-01,85.35,68.92,
881,UDR,2022,1,2022-04-26,LOSER,AMC,UP,0.8,-19.21,MISS,success,80.0,2022-04-27,2022-06-09,55.96,45.21,
882,ADSK,2022,1,2022-05-26,LOSER,AMC,UP,0.8,-19.13,MISS,success,70.8,2022-05-27,2022-07-13,211.38,170.95,
883,WST,2019,4,2020-02-13,LOSER,BMO,UP,0.8,-19.1,MISS,success,88.6,2020-02-13,2020-03-27,174.38,141.08,
884,XYL,2022,1,2022-05-04,LOSER,BMO,UP,0.7,-19.08,MISS,success,69.7,2022-05-04,2022-06-16,90.3,73.07,
885,CBRE,2022,4,2023-02-23,LOSER,BMO,DOWN,0.3,-19.04,HIT,success,98.4,2023-02-23,2023-04-06,86.85,70.31,
886,ICE,2019,4,2020-02-06,LOSER,BMO,UP,0.7,-19.0,MISS,success,83.1,2020-02-06,2020-03-20,90.11,72.99,
887,HD,2019,4,2020-02-25,LOSER,BMO,UP,0.7,-18.99,MISS,success,71.5,2020-02-25,2020-04-07,237.38,192.29,
888,AIG,2022,4,2023-02-15,LOSER,AMC,UP,0.7,-18.98,MISS,success,108.7,2023-02-16,2023-03-31,62.16,50.36,
889,SWK,2022,4,2023-02-02,LOSER,BMO,DOWN,0.3,-18.98,HIT,success,87.3,2023-02-02,2023-03-17,95.89,77.69,
890,CSCO,2022,2,2022-08-17,LOSER,AMC,UP,0.8,-18.98,MISS,success,77.3,2022-08-18,2022-09-30,49.37,40.0,
891,HAL,2021,3,2021-10-19,LOSER,BMO,UP,0.8,-18.97,MISS,success,70.3,2021-10-19,2021-12-01,26.1,21.15,
892,DXCM,2023,2,2023-07-27,LOSER,AMC,UP,0.8,-18.95,MISS,success,77.5,2023-07-28,2023-09-11,132.38,107.29,
893,PSKY,2023,2,2023-08-07,LOSER,AMC,UP,0.7,-18.94,MISS,success,67.7,2023-08-08,2023-09-20,16.37,13.27,
894,GM,2021,4,2022-02-01,LOSER,BMO,DOWN,0.3,-18.9,HIT,success,87.5,2022-02-01,2022-03-16,54.07,43.85,
895,SPG,2022,1,2022-05-09,LOSER,BMO,UP,0.8,-18.82,MISS,success,70.2,2022-05-09,2022-06-22,118.19,95.95,
896,AVB,2022,1,2022-04-27,LOSER,AMC,UP,0.8,-18.81,MISS,success,91.3,2022-04-28,2022-06-10,239.5,194.44,
897,TRGP,2022,1,2022-05-05,LOSER,BMO,UP,0.8,-18.81,MISS,success,90.1,2022-05-05,2022-06-17,74.7,60.65,
898,BLDR,2021,1,2021-05-06,LOSER,BMO,UP,0.9,-18.81,MISS,success,87.9,2021-05-06,2021-06-18,52.0,42.22,
899,TSCO,2019,4,2020-01-30,LOSER,BMO,DOWN,0.3,-18.81,HIT,success,86.4,2020-01-30,2020-03-13,18.77,15.24,
900,WSM,2021,4,2022-03-16,LOSER,AMC,UP,0.8,-18.81,MISS,success,86.2,2022-03-17,2022-04-29,80.35,65.24,
901,QCOM,2021,4,2022-02-02,LOSER,BMO,UP,0.9,-18.79,MISS,success,75.7,2022-02-02,2022-03-17,188.2,152.83,
902,META,2019,4,2020-01-29,LOSER,AMC,UP,0.8,-18.73,MISS,success,74.4,2020-01-30,2020-03-13,209.53,170.28,
903,AMAT,2022,1,2022-05-19,LOSER,AMC,UP,0.8,-18.69,MISS,success,73.4,2022-05-20,2022-07-06,106.46,86.56,
904,AWK,2019,4,2020-02-18,LOSER,AMC,UP,0.7,-18.67,MISS,success,80.1,2020-02-19,2020-04-01,138.7,112.8,
905,CVS,2022,4,2023-02-08,LOSER,BMO,DOWN,0.3,-18.65,HIT,success,98.0,2023-02-08,2023-03-23,88.96,72.37,
906,PCAR,2019,4,2020-01-28,LOSER,BMO,DOWN,0.3,-18.6,HIT,success,71.7,2020-01-28,2020-03-11,51.18,41.66,
907,ANET,2022,1,2022-05-02,LOSER,AMC,UP,0.8,-18.55,MISS,success,77.2,2022-05-03,2022-06-15,28.51,23.22,
908,RMD,2023,2,2023-08-03,LOSER,AMC,UP,0.8,-18.52,MISS,success,77.1,2023-08-04,2023-09-18,179.25,146.05,
909,UHS,2019,4,2020-02-26,LOSER,AMC,DOWN,0.3,-18.5,HIT,success,74.9,2020-02-27,2020-04-09,128.24,104.51,
910,TECH,2022,1,2022-05-04,LOSER,BMO,UP,0.8,-18.48,MISS,success,83.0,2022-05-04,2022-06-16,98.96,80.67,
911,WDC,2022,4,2023-01-31,LOSER,AMC,DOWN,0.2,-18.42,HIT,success,77.2,2023-02-01,2023-03-16,32.73,26.7,
912,MAA,2022,1,2022-04-27,LOSER,AMC,UP,0.8,-18.42,MISS,success,76.1,2022-04-28,2022-06-10,206.13,168.16,
913,COIN,2021,3,2021-11-09,LOSER,AMC,UP,0.7,-18.4,MISS,success,689.4,2021-11-10,2021-12-23,328.6,268.15,
914,LMT,2019,4,2020-01-28,LOSER,BMO,UP,0.8,-18.35,MISS,success,99.2,2020-01-28,2020-03-11,437.17,356.93,
915,NOC,2019,4,2020-01-30,LOSER,BMO,UP,0.8,-18.28,MISS,success,78.4,2020-01-30,2020-03-13,384.87,314.5,
916,BKNG,2019,4,2020-02-26,LOSER,BMO,DOWN,0.2,-18.24,HIT,success,73.9,2020-02-26,2020-04-08,1678.2,1372.06,
917,EXR,2022,1,2022-05-03,LOSER,AMC,UP,0.8,-18.22,MISS,success,73.6,2022-05-04,2022-06-16,195.57,159.94,
918,HLT,2022,1,2022-05-03,LOSER,BMO,UP,0.7,-18.17,MISS,success,81.5,2022-05-03,2022-06-15,148.96,121.89,
919,SNPS,2022,2,2022-08-17,LOSER,AMC,UP,0.9,-18.16,MISS,success,63.5,2022-08-18,2022-09-30,373.32,305.51,
920,PRU,2022,1,2022-05-03,LOSER,AMC,NEUTRAL,0.6,-18.14,SKIP,success,80.2,2022-05-04,2022-06-16,111.57,91.33,
921,GS,2019,4,2020-01-15,LOSER,BMO,UP,0.7,-18.12,MISS,success,79.3,2020-01-15,2020-02-28,245.21,200.77,
922,CHRW,2019,4,2020-01-28,LOSER,AMC,DOWN,0.2,-18.12,HIT,success,79.2,2020-01-29,2020-03-12,73.41,60.11,
923,ARE,2022,1,2022-04-25,LOSER,AMC,UP,0.8,-18.11,MISS,success,66.9,2022-04-26,2022-06-08,190.6,156.08,
924,WELL,2022,2,2022-08-09,LOSER,AMC,NEUTRAL,0.6,-18.08,SKIP,success,71.8,2022-08-10,2022-09-22,83.31,68.25,
925,VRSK,2022,1,2022-05-03,LOSER,AMC,UP,0.7,-18.06,MISS,success,77.7,2022-05-04,2022-06-16,193.53,158.58,
926,TGT,2023,1,2023-05-17,LOSER,BMO,DOWN,0.3,-18.05,HIT,success,79.6,2023-05-17,2023-06-30,160.96,131.9,
927,POOL,2019,4,2020-02-13,LOSER,BMO,UP,0.7,-18.04,MISS,success,100.7,2020-02-13,2020-03-27,228.14,186.98,
928,HST,2022,1,2022-05-04,LOSER,AMC,UP,0.8,-17.97,MISS,success,69.1,2022-05-05,2022-06-17,19.75,16.2,
929,CSCO,2019,4,2020-02-12,LOSER,AMC,DOWN,0.2,-17.96,HIT,success,72.2,2020-02-13,2020-03-27,47.32,38.82,
930,MCO,2019,4,2020-02-12,LOSER,BMO,UP,0.8,-17.95,MISS,success,71.1,2020-02-12,2020-03-26,273.41,224.33,
931,RCL,2022,4,2023-02-07,LOSER,BMO,UP,0.8,-17.92,MISS,success,68.9,2023-02-07,2023-03-22,74.01,60.75,
932,AMD,2019,4,2020-01-28,LOSER,AMC,UP,0.7,-17.89,MISS,success,80.0,2020-01-29,2020-03-12,47.51,39.01,
933,EA,2019,4,2020-01-30,LOSER,AMC,UP,0.7,-17.84,MISS,success,82.1,2020-01-31,2020-03-16,107.92,88.67,
934,BAC,2019,4,2020-01-15,LOSER,BMO,NEUTRAL,0.6,-17.8,SKIP,success,82.6,2020-01-15,2020-02-28,34.67,28.5,
935,PNR,2019,4,2020-01-28,LOSER,BMO,NEUTRAL,0.6,-17.8,SKIP,success,74.0,2020-01-28,2020-03-11,44.28,36.4,
936,PSKY,2021,3,2021-11-04,LOSER,BMO,NEUTRAL,0.6,-17.77,SKIP,success,83.2,2021-11-04,2021-12-17,35.9,29.52,
937,PEP,2019,4,2020-02-13,LOSER,BMO,NEUTRAL,0.6,-17.76,SKIP,success,61.1,2020-02-13,2020-03-27,146.47,120.46,
938,ALGN,2024,1,2024-04-24,LOSER,AMC,UP,0.7,-17.7,MISS,success,70.4,2024-04-25,2024-06-07,310.5,255.54,
939,KO,2019,4,2020-01-30,LOSER,BMO,UP,0.7,-17.65,MISS,success,78.0,2020-01-30,2020-03-13,58.86,48.47,
940,DOW,2024,3,2024-10-24,LOSER,BMO,NEUTRAL,0.6,-17.65,SKIP,success,128.0,2024-10-24,2024-12-06,50.99,41.99,
941,MS,2019,4,2020-01-16,LOSER,BMO,UP,0.7,-17.65,MISS,success,77.6,2020-01-16,2020-03-02,56.44,46.48,
942,VLO,2020,2,2020-07-30,LOSER,BMO,UP,0.7,-17.65,MISS,success,66.8,2020-07-30,2020-09-11,56.33,46.39,
943,STT,2019,4,2020-01-17,LOSER,AMC,UP,0.7,-17.6,MISS,success,88.4,2020-01-21,2020-03-04,81.31,67.0,
944,MRK,2019,4,2020-02-05,LOSER,BMO,UP,0.8,-17.6,MISS,success,70.7,2020-02-05,2020-03-19,81.84,67.44,
945,AMAT,2022,2,2022-08-18,LOSER,AMC,UP,0.7,-17.57,MISS,success,70.6,2022-08-19,2022-10-03,104.63,86.25,
946,JBHT,2019,4,2020-01-17,LOSER,BMO,DOWN,0.3,-17.56,HIT,success,70.8,2020-01-17,2020-03-03,114.68,94.54,
947,MHK,2022,4,2023-02-09,LOSER,AMC,DOWN,0.2,-17.55,HIT,success,677.4,2023-02-10,2023-03-27,115.77,95.45,
948,IP,2022,4,2023-01-31,LOSER,BMO,UP,0.7,-17.55,MISS,success,88.2,2023-01-31,2023-03-15,41.82,34.48,
949,TPL,2024,3,2024-11-06,LOSER,BMO,UP,0.8,-17.55,MISS,success,68.3,2024-11-06,2024-12-19,1329.62,1096.33,
950,SHW,2021,4,2022-01-27,LOSER,BMO,DOWN,0.3,-17.51,HIT,success,95.0,2022-01-27,2022-03-11,283.17,233.59,
951,AMD,2022,1,2022-05-03,LOSER,AMC,UP,0.9,-17.47,MISS,success,92.1,2022-05-04,2022-06-16,99.42,82.05,
